"Hugo_symbol" "lengths"
"SERPINA13P" 6269
"SERPINA1" 13907
"SERPINA3" 11662
"SERPINA4" 8464
"SERPINA5" 11692
"SERPINA6" 19088
"SERPINA7" 6292
"SERPINA9" 13506
"SERPINB10" 28153
"SERPINB11" 21586
"SERPINB12" 50165
"SERPINB13" 12545
"SERPINB1" 9680
"SERPINB2" 16185
"SERPINB3" 6696
"SERPINB4" 7051
"SERPINB5" 28127
"SERPINB6" 23634
"SERPINB7" 52329
"SERPINB8" 49750
"SERPINB9" 16048
"SERPINC1" 13859
"SERPIND1" 13607
"SERPINE1" 12143
"SERPINE2" 64274
"SERPINE3" 29650
"SERPINF1" 15649
"SERPINF2" 12457
"SERPING1" 17163
"SERPINH1" 10558
"SERPINI1" 89848
"SERPINI2" 32343
"SERTAD1" 4403
"SERTAD2" 119465
"SERTAD3" 3494
"SERTAD4" 14067
"SESN1" 110537
"SESN2" 23039
"SESN3" 67023
"SESTD1" 163154
"SETBP1" 388438
"SETD1A" 28046
"SETD1B" 28991
"SETD2" 147705
"SETD3" 88712
"SETD4" 26496
"SETD5" 80539
"SETD6" 8363
"SETD7" 60835
"SETD8" 25221
"SETDB1" 38474
"SETDB2" 50729
"SETMAR" 17345
"SETX" 95370
"SET" 12972
"SEZ6L2" 28391
"SEZ6L" 214135
"SEZ6" 51535
"SF1" 14240
"SF3A1" 24906
"SF3A2" 11831
"SF3A3" 33047
"SF3B6" 8740
"SF3B1" 45309
"SF3B2" 16947
"SF3B3" 53852
"SF3B4" 4486
"SF3B5" 689
"SUGP1" 44476
"SFI1" 122449
"SFMBT1" 147446
"SFMBT2" 252862
"SFN" 1307
"SFPQ" 16796
"SFRP1" 47511
"SFRP2" 8492
"SFRP4" 10885
"SFRP5" 5248
"SRSF11" 47356
"SREK1IP1" 50691
"SREK1" 39316
"SRSF10" 16023
"SRSF12" 22114
"SUGP2" 43151
"SCAF4" 63131
"CLASRP" 31911
"AKAP17A" 10916
"PNISR" 28256
"SRSF1" 6427
"SRSF8" 4350
"SCAF11" 72909
"SRSF2" 3296
"SRSF3" 11287
"SRSF4" 34157
"SRSF5" 4893
"SRSF6" 6350
"SRSF7" 7895
"SFSWAP" 88650
"SRSF9" 8076
"SFT2D1" 22817
"SFT2D2" 27017
"SFT2D3" 3745
"SFTA1P" 10475
"SFTA2" 817
"SFTA3" 46268
"SFTPA1" 4516
"SFTPA2" 4607
"SFTPB" 11434
"SFTPC" 2746
"SFTPD" 44496
"SFXN1" 51182
"SFXN2" 28974
"SFXN3" 10009
"SFXN4" 24961
"SFXN5" 129676
"SGCA" 10411
"SGCB" 17593
"SGCD" 1039152
"SGCE" 71225
"SGCG" 164654
"SGCZ" 1153586
"ARHGEF26" 136824
"SGIP1" 217778
"POMK" 29928
"SGK1" 148866
"SGK223" 68703
"PEAK1" 320045
"SGK2" 26606
"SGK3" 149241
"SGK494" 6222
"SGMS1" 318356
"SGMS2" 91402
"SGOL1" 27550
"SGOL2" 73898
"SGPL1" 65264
"SGPP1" 43892
"SGPP2" 138633
"SGSH" 19665
"SGSM1" 121367
"SGSM2" 44582
"SGSM3" 39705
"SGTA" 28603
"SGTB" 56893
"SH2B1" 27613
"SH2B2" 37186
"SH2B3" 46516
"SH2D1A" 26878
"SH2D1B" 16868
"SH2D2A" 10615
"SH2D3A" 15353
"SH2D3C" 40349
"SH2D4A" 82648
"SH2D4B" 108658
"SH2D5" 12972
"SH2D6" 18098
"SH2D7" 14156
"SH3BGRL2" 72330
"SH3BGRL3" 1436
"SH3BGRL" 96563
"SH3BGR" 69641
"SH3BP1" 16448
"SH3BP2" 48011
"SH3BP4" 103697
"SH3BP5L" 15469
"SH3BP5" 87027
"SH3D19" 205384
"SH3GL1" 40178
"SH3GL2" 218058
"SH3GL3" 171620
"SH3GLB1" 43614
"SH3GLB2" 21317
"SH3KBP1" 353635
"SH3PXD2A" 261379
"SH3PXD2B" 129344
"SH3RF1" 176697
"SH3RF2" 145203
"SH3RF3" 375430
"SH3TC1" 59031
"SH3TC2" 80912
"SH3YL1" 46730
"SHANK1" 60547
"SHANK2" 784870
"SHANK3" 58821
"SHARPIN" 5611
"SHBG" 19319
"SHB" 153329
"SHC1" 12194
"SHC2" 44428
"SHC3" 176631
"SHC4" 140178
"SHCBP1" 42788
"SHD" 11653
"SHE" 35365
"SHFM1" 228265
"SHF" 33902
"SHH" 12483
"SHISA2" 7419
"SHISA3" 4999
"SHISA4" 3918
"SHISA5" 37028
"SHISA6" 322850
"SHISA7" 14125
"SHISA9" 661829
"SHKBP1" 14535
"SHMT1" 35703
"SHMT2" 5250
"SHOC2" 94297
"SHOX2" 10515
"SHOX" 35067
"SHPK" 28010
"SHPRH" 106520
"SHQ1" 122773
"SHROOM1" 9486
"SHROOM2" 163037
"SHROOM3" 348024
"SHROOM4" 238630
"SIAE" 43190
"SIAH1" 93854
"SIAH2" 22044
"SIAH3" 74511
"SIDT1" 97283
"SIDT2" 18699
"SIGIRR" 11738
"SIGLEC10" 7622
"SIGLEC11" 12347
"SIGLEC12" 10573
"SIGLEC14" 7374
"SIGLEC15" 18419
"SIGLEC16" 6150
"SIGLEC1" 25630
"SIGLEC5" 19507
"SIGLEC6" 13984
"SIGLEC7" 11266
"SIGLEC8" 7457
"SIGLEC9" 15600
"SIGLEC17P" 6196
"SIGMAR1" 3104
"SIK1" 12648
"SIK2" 128406
"SIK3" 255043
"SIKE1" 11206
"SIL1" 251644
"PMEL" 12607
"SIM1" 79920
"SIM2" 51104
"SIN3A" 86440
"SIN3B" 50957
"GEMIN2" 22712
"SIPA1L1" 420791
"SIPA1L2" 232531
"SIPA1L3" 301547
"SIPA1" 12829
"SIRPA" 46425
"SIRPB1" 59062
"SIRPB2" 17184
"SIRPD" 23454
"SIRPG" 57364
"SIRT1" 33734
"SIRT2" 21307
"SIRT3" 21901
"SIRT4" 22603
"SIRT5" 40941
"SIRT6" 8454
"SIRT7" 6237
"SIT1" 1636
"SIVA1" 7239
"SIX1" 6068
"SIX2" 4463
"SIX3" 4369
"SIX4" 14812
"SIX5" 4467
"SIX6" 3704
"SI" 99598
"SKA1" 19122
"SKA2" 45329
"SKA3" 22970
"SKAP1" 296812
"SKAP2" 209851
"SKIL" 39171
"SKINTL" 80713
"SKIV2L2" 117590
"SKIV2L" 10695
"SKI" 81894
"SKP1" 28098
"SKP2" 32276
"SLA2" 33889
"SLAIN1" 66568
"SLAIN2" 84726
"SLAMF1" 39211
"SLAMF6" 38233
"SLAMF7" 15764
"SLAMF8" 10808
"SLAMF9" 33238
"SLA" 66325
"SLBP" 23145
"SLC10A1" 21825
"SLC10A2" 22419
"SLC10A3" 3346
"SLC10A4" 6183
"SLC10A5" 1427
"SLC10A6" 25916
"SLC10A7" 268370
"SLC11A1" 15128
"SLC11A2" 76072
"SLC12A1" 97776
"SLC12A2" 105911
"SLC12A3" 50643
"SLC12A4" 25220
"SLC12A5" 38464
"SLC12A6" 108273
"SLC12A7" 105503
"SLC12A8" 130129
"SLC12A9" 40143
"SLC13A1" 88346
"SLC13A2" 24424
"SLC13A3" 126657
"SLC13A4" 46955
"SLC13A5" 28681
"SLC14A1" 28393
"SLC14A2" 515725
"SLC15A1" 68871
"SLC15A2" 49787
"SLC15A3" 15092
"SLC15A4" 30772
"SLC16A10" 143691
"SLC16A11" 2790
"SLC16A12" 105730
"SLC16A13" 4102
"SLC16A14" 34019
"SLC16A1" 44349
"SLC16A2" 112423
"SLC16A3" 22135
"SLC16A4" 29120
"SLC16A5" 18397
"SLC16A6" 24413
"SLC16A7" 193907
"SLC16A8" 6047
"SLC16A9" 59315
"SLC17A1" 108365
"SLC17A2" 17973
"SLC17A3" 29387
"SLC17A4" 26526
"SLC17A5" 60613
"SLC17A6" 41122
"SLC17A7" 12126
"SLC17A8" 64981
"SLC17A9" 16895
"SLC18A1" 38351
"SLC18A2" 38316
"SLC18A3" 2410
"SLC19A1" 60623
"SLC19A2" 22061
"SLC19A3" 34267
"SLC1A1" 97003
"SLC1A2" 168853
"SLC1A3" 81979
"SLC1A4" 35386
"SLC1A5" 13711
"SLC1A6" 60610
"SLC1A7" 55455
"SLC20A1" 17887
"SLC20A2" 125681
"SLC22A10" 43726
"SLC22A11" 17028
"SLC22A12" 12440
"SLC22A13" 12945
"SLC22A14" 36913
"SLC22A15" 93541
"SLC22A16" 52087
"SLC22A17" 8687
"SLC22A18AS" 18160
"SLC22A18" 25555
"SLC22A1" 38782
"SLC22A20" 28917
"SLC22A23" 187601
"SLC22A24" 64281
"SLC22A25" 81259
"SLC22A2" 42066
"SLC22A3" 106604
"SLC22A4" 49815
"SLC22A5" 25910
"SLC22A6" 8370
"SLC22A7" 9828
"SLC22A8" 23021
"SLC22A9" 42007
"SLC23A1" 17357
"SLC23A2" 157955
"SLC23A3" 8564
"SLC24A1" 49689
"SLC24A2" 800436
"SLC24A3" 510284
"SLC24A4" 178900
"SLC24A5" 21682
"SLC8B1" 36402
"SLC25A10" 8780
"SLC25A11" 3121
"SLC25A12" 110901
"SLC25A13" 201927
"SLC25A14" 33473
"SLC25A15" 22849
"SLC25A16" 49525
"SLC25A17" 49769
"SLC25A18" 29786
"SLC25A19" 16978
"SLC25A1" 3288
"SLC25A20" 41956
"SLC25A21" 495288
"SLC25A22" 7806
"SLC25A23" 23711
"SLC25A24" 66300
"SLC25A25" 41058
"SLC25A26" 246411
"SLC25A27" 25275
"SLC25A28" 48985
"SLC25A29" 28550
"SLC25A2" 1414
"SLC25A30" 40700
"SLC25A31" 43927
"SLC25A32" 16697
"SLC25A33" 45708
"SLC25A34" 6304
"SLC25A35" 7926
"SLC25A36" 39159
"SLC25A37" 46507
"SLC25A38" 13998
"SLC25A39" 5245
"SLC25A3" 12742
"SLC25A40" 42792
"SLC25A41" 10230
"SLC25A42" 49036
"SLC25A43" 55152
"SLC25A44" 18707
"SLC25A45" 8509
"SLC25A46" 27012
"SLC25A4" 7116
"SLC25A5" 2952
"SLC25A6" 5961
"SLC26A10" 6241
"SLC26A11" 33215
"SLC26A1" 14331
"SLC26A2" 26642
"SLC26A3" 37754
"SLC26A4" 56981
"SLC26A5" 93609
"SLC26A6" 9738
"SLC26A7" 188659
"SLC26A8" 81127
"SLC26A9" 30424
"SLC27A1" 37424
"SLC27A2" 54196
"SLC27A3" 4753
"SLC27A4" 20954
"SLC27A5" 13732
"SLC27A6" 68515
"SLC28A1" 91299
"SLC28A2" 25612
"SLC28A3" 95604
"SLC29A1" 14557
"SLC29A2" 9955
"SLC29A3" 44137
"SLC29A4" 32551
"SLC2A10" 27989
"SLC2A11" 29609
"SLC2A12" 65070
"SLC2A13" 351064
"SLC2A14" 78682
"SLC2A1" 33515
"SLC2A2" 30380
"SLC2A3" 16957
"SLC2A4RG" 4274
"SLC2A4" 6539
"SLC2A5" 37153
"SLC2A6" 8033
"SLC2A7" 33850
"SLC2A8" 10760
"SLC2A9" 269123
"SLC30A10" 48703
"SLC30A1" 7593
"SLC30A2" 8866
"SLC30A3" 22179
"SLC30A4" 44149
"SLC30A5" 37076
"SLC30A6" 58538
"SLC30A7" 100823
"SLC30A8" 226497
"SLC30A9" 99959
"SLC31A1" 42948
"SLC31A2" 13164
"SLC32A1" 4886
"SLC33A1" 34334
"SLC34A1" 27587
"SLC34A2" 22897
"SLC34A3" 5798
"SLC35A1" 39414
"SLC35A2" 8775
"SLC35A3" 67233
"SLC35A4" 4539
"SLC35A5" 24259
"SLC35B1" 7230
"SLC35B2" 3789
"SLC35B3" 24132
"SLC35B4" 30975
"SLC35C1" 8944
"SLC35C2" 18474
"SLC35D1" 55073
"SLC35D2" 70274
"SLC35D3" 3359
"SLC35E1" 22578
"SLC35E2B" 32997
"SLC35E2" 21161
"SLC35E3" 35292
"SLC35E4" 34871
"SLC35F1" 410450
"SLC35F2" 67796
"SLC35F3" 419842
"SLC35F4" 418407
"SLC35F5" 53965
"SLC36A1" 144974
"SLC36A2" 32611
"SLC36A3" 27408
"SLC36A4" 241864
"SLC37A1" 81814
"SLC37A2" 27449
"SLC37A3" 64798
"SLC37A4" 6794
"SLC38A10" 50622
"SLC38A11" 57522
"SLC38A1" 86086
"SLC38A2" 14586
"SLC38A3" 16218
"SLC38A4" 67661
"SLC38A5" 11716
"SLC38A6" 102619
"SLC38A7" 19661
"SLC38A8" 33705
"SLC38A9" 86498
"SLC39A10" 161757
"SLC39A11" 446765
"SLC39A12" 91453
"SLC39A13" 9369
"SLC39A14" 66851
"SLC39A1" 9085
"SLC39A2" 2578
"SLC39A3" 7552
"SLC39A4" 4732
"SLC39A5" 7814
"SLC39A6" 21337
"SLC39A7" 3570
"SLC39A8" 94441
"SLC39A9" 64016
"SLC3A1" 46030
"SLC3A2" 32751
"SLC40A1" 20221
"SLC41A1" 24664
"SLC41A2" 156191
"SLC41A3" 95193
"SLC43A1" 32030
"SLC43A2" 60760
"SLC43A3" 20626
"SLC44A1" 195170
"SLC44A2" 42102
"SLC44A3" 74896
"SLC44A4" 15854
"SLC44A5" 522132
"SLC45A1" 26059
"SLC45A2" 40070
"SLC45A3" 22658
"SLC45A4" 101155
"SLC46A1" 11988
"SLC46A2" 16618
"SLC46A3" 18933
"SLC47A1" 45180
"SLC47A2" 41306
"SLC48A1" 29134
"SLC4A10" 364313
"SLC4A11" 14067
"SLC4A1AP" 31509
"SLC4A1" 19771
"SLC4A2" 18327
"SLC4A3" 14410
"SLC4A4" 509441
"SLC4A5" 127174
"SLC4A7" 111699
"SLC4A8" 124446
"SLC4A9" 15532
"SLC5A10" 71919
"SLC5A11" 65765
"SLC5A12" 56336
"SLC5A1" 69979
"SLC5A2" 8234
"SLC5A3" 32682
"SLC5A4" 136634
"SLC5A5" 23781
"SLC5A6" 12755
"SLC5A7" 27973
"SLC5A8" 54745
"SLC5A9" 27531
"SLC6A10P" 7666
"SLC6A11" 124514
"SLC6A12" 24076
"SLC6A13" 42309
"SLC6A14" 24852
"SLC6A15" 53338
"SLC6A16" 42688
"SLC6A17" 51708
"SLC6A18" 20808
"SLC6A19" 23516
"SLC6A1" 46515
"SLC6A20" 41104
"SLC6A2" 50264
"SLC6A3" 52646
"SLC6A4" 41378
"SLC6A5" 59791
"SLC6A6" 86773
"SLC6A7" 21010
"SLC6A8" 8667
"SLC6A9" 34979
"SLC7A10" 17186
"SLC7A11" 78252
"SLC7A13" 16472
"SLC7A14" 126527
"SLC7A1" 86278
"SLC7A2" 76217
"SLC7A3" 5517
"SLC7A4" 3843
"SLC7A5P1" 622
"SLC7A5P2" 2551
"SLC7A5" 39485
"SLC7A6OS" 12914
"SLC7A6" 37309
"SLC7A7" 46574
"SLC7A8" 58365
"SLC7A9" 40446
"SLC8A1" 417929
"SLC8A2" 43876
"SLC8A3" 145411
"SLC9C1" 153360
"SLC9C2" 102612
"SLC9A1" 56316
"SLC9A2" 91802
"SLC9A3R1" 20725
"SLC9A3R2" 12124
"SLC9A3" 53993
"SLC9A4" 60748
"SLC9A5" 24642
"SLC9A6" 72673
"SLC9A7" 159912
"SLC9A8" 79529
"SLC9A9" 583270
"SLCO1A2" 139063
"SLCO1B1" 108602
"SLCO1B3" 106206
"SLCO1C1" 71586
"SLCO2A1" 97254
"SLCO2B1" 55442
"SLCO3A1" 318727
"SLCO4A1" 48664
"SLCO4C1" 62530
"SLCO5A1" 168018
"SLCO6A1" 130439
"SLED1" 750
"SLFN11" 23609
"SLFN12" 26139
"SLFN13" 16007
"SLFN14" 16834
"SLFN5" 30583
"SLFNL1" 9107
"SLIT1" 187921
"SLIT2" 368656
"SLIT3" 639399
"SLITRK1" 5269
"SLITRK2" 12027
"SLITRK3" 10389
"SLITRK4" 13311
"SLITRK5" 8387
"SLITRK6" 6629
"SLK" 62133
"SLMAP" 173784
"SLMO1" 24309
"SLMO2" 9641
"SLN" 4678
"SLPI" 2325
"SLTM" 55263
"SLU7" 17440
"SLURP1" 1457
"SMAD1" 77870
"SMAD2" 122231
"SMAD3" 129593
"SMAD4" 54829
"SMAD5-AS1" 5377
"SMAD5" 49889
"SMAD6" 80739
"SMAD7" 30858
"SMAD9" 75890
"SMAGP" 25857
"SMAP1" 194132
"SMAP2" 49654
"SMARCA1" 77019
"SMARCA2" 178277
"SMARCA4" 101280
"SMARCA5" 43985
"SMARCAD1" 83684
"SMARCAL1" 70569
"SMARCB1" 51043
"SMARCC1" 196624
"SMARCC2" 27145
"SMARCD1" 15471
"SMARCD2" 10604
"SMARCD3" 38672
"SMARCE1" 22856
"SMC1A" 48579
"SMC1B" 69608
"SMC2" 47659
"SMC3" 38353
"SMC4" 35315
"SMC5" 95911
"SMC6" 90021
"SMCHD1" 149291
"SMCP" 6725
"SMCR5" 2843
"MIEF1" 18034
"MIEF2" 5890
"SMCR8" 12763
"SMEK1" 53417
"SMEK2" 70840
"SMEK3P" 3134
"SMG1" 121570
"SMG5" 42274
"SMG6" 243997
"SMG7" 82200
"SMN1" 28074
"SMN2" 28072
"SMNDC1" 14239
"SMOC1" 152978
"SMOC2" 226839
"SMOX" 38968
"SMO" 24915
"SMPD1" 4524
"SMPD2" 3201
"SMPD3" 90376
"SMPD4" 30365
"SMPDL3A" 21264
"SMPDL3B" 24197
"SMPX" 52138
"SMR3A" 6398
"SMR3B" 7113
"SMS" 54264
"SMTNL1" 13433
"SMTNL2" 24312
"SMTN" 23325
"SMU1" 34940
"SMUG1" 67720
"SMURF1" 116683
"SMURF2" 120025
"SMYD1" 45559
"SMYD2" 55977
"SMYD3" 757939
"SMYD4" 50417
"SMYD5" 12976
"SNAI1" 5906
"SNAI2" 3831
"SNAI3" 8819
"SNAP23" 41817
"SNAP25" 88590
"SNAP29" 32207
"SNAP47" 53063
"SNAP91" 156523
"SNAPC1" 34008
"SNAPC2" 2912
"SNAPC3" 43965
"SNAPC4" 24651
"SNAPC5" 8067
"SNAPIN" 3198
"SNAR-A13" 121
"SNAR-B2" 119
"SNAR-C4" 119
"SNAR-E" 119
"SNAR-F" 122
"SNAR-G1" 127
"SNAR-I" 120
"SNCAIP" 152865
"SNCA" 114225
"SNCB" 10479
"SNCG" 7501
"SND1" 440448
"SNED1" 98158
"SNF8" 15526
"SNHG10" 1960
"SNHG11" 4267
"SNHG12" 4445
"SNHG1" 3907
"SNHG3" 4949
"SNHG4" 9432
"SNHG5" 1726
"SNHG6" 3851
"SNHG7" 3590
"SNHG8" 1061
"SNHG9" 508
"SNIP1" 19844
"SNN" 10699
"SNORA10" 132
"SNORA11B" 126
"SNORA11D" 126
"SNORA11" 130
"SNORA12" 146
"SNORA13" 132
"SNORA14A" 133
"SNORA14B" 134
"SNORA15" 132
"SNORA16A" 133
"SNORA16B" 132
"SNORA18" 131
"SNORA19" 127
"SNORA1" 129
"SNORA20" 131
"SNORA21" 132
"SNORA22" 133
"SNORA23" 188
"SNORA24" 130
"SNORA25" 133
"SNORA26" 121
"SNORA27" 125
"SNORA28" 125
"SNORA29" 139
"SNORA2A" 134
"SNORA2B" 136
"SNORA30" 128
"SNORA31" 129
"SNORA32" 120
"SNORA34" 136
"SNORA36A" 131
"SNORA36B" 130
"SNORA37" 128
"SNORA38B" 131
"SNORA38" 131
"SNORA71E" 135
"SNORA45A" 129
"SNORA40" 126
"SNORA41" 131
"SNORA80E" 133
"SNORA44" 131
"SNORA45B" 130
"SNORA46" 134
"SNORA47" 137
"SNORA48" 134
"SNORA49" 136
"SNORA4" 136
"SNORA76A" 135
"SNORA51" 131
"SNORA52" 133
"SNORA53" 249
"SNORA54" 122
"SNORA55" 136
"SNORA56" 128
"SNORA57" 148
"SNORA58" 235
"SNORA59B" 151
"SNORA5A" 133
"SNORA5B" 131
"SNORA5C" 136
"SNORA61" 129
"SNORA62" 153
"SNORA63" 134
"SNORA64" 133
"SNORA65" 135
"SNORA66" 132
"SNORA67" 136
"SNORA68" 132
"SNORA69" 131
"SNORA6" 148
"SNORA70B" 133
"SNORA70" 134
"SNORA71A" 137
"SNORA71B" 135
"SNORA71C" 137
"SNORA71D" 137
"SNORA72" 131
"SNORA74A" 199
"SNORA74B" 203
"SNORA75" 136
"SNORA76C" 132
"SNORA77" 124
"SNORA78" 126
"SNORA79" 139
"SNORA7B" 138
"SNORA80A" 135
"SNORA81" 177
"SNORA84" 132
"SNORA8" 138
"SNORA9" 132
"SNORD10" 147
"SNORD115-13" 81
"SNORD115-26" 81
"SNORD115-7" 81
"SNORD116-19" 93
"SNORD116-20" 93
"SNORD116-28" 92
"SNORD116-4" 97
"SNORD15A" 147
"SNORD15B" 145
"SNORD17" 236
"SNORD1C" 79
"SNORD22" 125
"SNORD23" 109
"SNORD67" 110
"SNORD89" 113
"SNORD8" 108
"SNORD94" 136
"SNORD97" 141
"SNPH" 43035
"SNRK" 64631
"SNRNP200" 31208
"SNRNP25" 3841
"SNRNP27" 11280
"SNRNP35" 15053
"SNRNP40" 37220
"SNRNP48" 21769
"SNRNP70" 23155
"SNRPA1" 13738
"SNRPA" 14186
"SNRPB2" 12538
"SNRPB" 9147
"SNRPC" 16763
"SNRPD1" 21206
"SNRPD2" 4862
"SNRPD3" 19321
"SNRPE" 9553
"SNRPF" 8101
"SNRPG" 12409
"SNRPN" 155086
"SNTA1" 35896
"SNTB1" 276290
"SNTB2" 121905
"SNTG1" 886896
"SNTG2" 417142
"SNTN" 12537
"SNUPN" 28295
"SNURF" 23830
"SNW1" 43557
"SNX10" 82521
"SNX11" 16068
"SNX12" 14179
"SNX13" 149747
"SNX14" 88660
"SNX15" 13133
"SNX16" 42743
"SNX17" 7039
"SNX18" 101490
"SNX19" 50228
"SNX1" 50165
"SNX20" 15012
"SNX21" 9858
"SNX22" 5783
"SNX24" 183869
"SNX25" 163783
"SNX27" 87053
"SNX29" 597553
"SNX2" 59547
"SNX30" 126124
"SNX31" 90536
"SNX32" 21529
"SNX33" 14389
"SNX3" 49818
"SNX4" 73558
"SNX5" 27194
"SNX6" 69055
"SNX7" 99216
"SNX8" 102707
"SNX9" 229031
"SOAT1" 64966
"SOAT2" 21049
"SOBP" 171202
"SOCS1" 1765
"SOCS2" 56387
"SOCS3" 3302
"SOCS4" 22358
"SOCS5" 64169
"SOCS6" 41154
"SOCS7" 53749
"SOD1" 9238
"SOD2" 93212
"SOD3" 5367
"SOHLH1" 10250
"SOHLH2" 46398
"CAPN15" 26924
"SON" 34476
"SORBS1" 249666
"SORBS2" 370928
"SORBS3" 30798
"SORCS1" 607475
"SORCS2" 550290
"SORCS3" 623952
"SORD" 53990
"SORL1" 181449
"SORT1" 88375
"SOS1" 143410
"SOS2" 114448
"SOSTDC1" 4257
"SOST" 5053
"SOX10" 12243
"SOX11" 9001
"SOX12" 4657
"SOX13" 54647
"SOX14" 2019
"SOX15" 1916
"SOX17" 2957
"SOX18" 2057
"SOX1" 4557
"SOX21" 2923
"SOX2-OT" 685548
"SOX2" 2511
"SOX30" 45801
"SOX3" 2084
"SOX4" 4868
"SOX5" 1033202
"SOX6" 772028
"SOX7" 6743
"SOX8" 5209
"SOX9" 5396
"SP100" 129450
"SP110" 60543
"SP140L" 80354
"SP140" 113828
"SP1" 36270
"SP2" 36239
"SP3" 64927
"SP4" 86739
"SP5" 3353
"SP6" 31404
"SP7" 18218
"SP8" 4607
"SP9" 3546
"SPA17" 23614
"SPACA1" 19931
"SPACA3" 6030
"SPACA4" 972
"SPACA5" 5400
"SPAG11A" 15874
"SPAG11B" 15916
"SPAG16" 1126132
"SPAG17" 231638
"SPAG1" 84035
"SPAG4" 5265
"SPAG5" 21451
"SPAG6" 72165
"SPAG7" 8591
"SPAG8" 4487
"SPAG9" 158694
"SPAM1" 46173
"SPANXA2" 1054
"SPANXC" 1054
"SPANXN1" 8705
"SPANXN2" 8633
"SPANXN3" 8740
"SPANXN4" 12709
"SPANXN5" 1283
"SPARCL1" 56173
"SPARC" 25819
"SPAST" 94086
"SPATA12" 14768
"SPATA13" 327272
"SPATA16" 251878
"SPATA17" 240363
"SPATA18" 45995
"SPATA19" 9603
"SPATA20" 8763
"SPATA21" 42236
"SPATA22" 73841
"SPATA24" 8935
"SPATA2L" 5348
"SPATA2" 12138
"SPATA3" 23814
"SPATA4" 11006
"SPATA5L1" 19094
"SPATA5" 396363
"SPATA6" 213565
"SPATA7" 84712
"SPATA8" 2180
"SPATA9" 79921
"SPATC1" 36122
"SPATS1" 37529
"SPATS2L" 176385
"SPATS2" 160532
"SPC24" 10504
"SPC25" 25398
"SPCS1" 5042
"SPCS2" 29767
"SPCS3" 12279
"SPDEF" 18533
"SPDYA" 39776
"SPDYC" 3512
"SPDYE1" 13172
"SPDYE2" 13995
"SPDYE3" 15398
"SPDYE4" 11896
"SPDYE5" 10677
"SPDYE6" 10698
"SPDYE7P" 6334
"SPEF1" 3944
"SPEF2" 197244
"SPEG" 59414
"SPEM1" 1308
"SPEN" 92749
"SPERT" 13529
"SPESP1" 16286
"SPG11" 100982
"SPG20" 68542
"SPG21" 26892
"SPG7" 49389
"SPHAR" 1122
"SPHK1" 4651
"SPHK2" 11116
"SPHKAP" 202045
"SPI1" 40781
"SPIB" 12376
"SPIC" 11721
"SPIN1" 90250
"SPIN2A" 5645
"SPIN2B" 9763
"SPIN3" 20681
"SPIN4" 4104
"SPINK13" 17461
"SPINK14" 7530
"SPINK1" 14651
"SPINK2" 12350
"SPINK4" 8400
"SPINK5" 73402
"SPINK6" 12343
"SPINK7" 3496
"SPINK8" 27067
"SPINK9" 18755
"EPPIN" 6775
"SPINT1" 14164
"SPINT2" 28042
"SPINT3" 3161
"SPINT4" 3483
"SPIRE1" 215302
"SPIRE2" 42844
"SPNS1" 10770
"SPNS2" 40154
"SPNS3" 54264
"SPN" 7926
"SPO11" 14236
"SPOCD1" 25629
"SPOCK1" 524028
"SPOCK2" 36279
"SPOCK3" 501485
"SPON1" 305410
"SPON2" 42030
"SPOPL" 71777
"SPOP" 79279
"SPP1" 7761
"SPP2" 26467
"SPPL2A" 63446
"SPPL2B" 26524
"SPPL3" 141848
"SPRED1" 105162
"SPRED2" 125174
"SPRED3" 9823
"SPRN" 3951
"SPRR1A" 1733
"SPRR1B" 1697
"SPRR2A" 1392
"SPRR2B" 1385
"SPRR2C" 1375
"SPRR2D" 1414
"SPRR2E" 1391
"SPRR2F" 7339
"SPRR2G" 45795
"SPRR3" 2109
"SPRR4" 3847
"SPRY1" 6965
"SPRY2" 5150
"SPRY3" 169894
"SPRY4" 14591
"SPRYD3" 15074
"SPRYD4" 11130
"TRIM51" 8513
"SPR" 4750
"SPSB1" 76638
"SPSB2" 2368
"SPSB3" 5859
"SPSB4" 97264
"SPTA1" 76217
"SPTAN1" 81098
"SPTBN1" 215119
"SPTBN2" 46865
"SPTBN4" 109463
"SPTBN5" 45907
"SPTB" 135801
"SPTLC1" 84272
"SPTLC2" 110666
"SPTLC3" 160131
"SPTY2D1" 28422
"SPZ1" 1840
"SQLE" 23778
"SQRDL" 60146
"SQSTM1" 31685
"U2SURP" 59155
"SRA1" 8026
"SRBD1" 222614
"SRCAP" 42238
"SRCIN1" 77151
"SSC4D" 20688
"SRC" 61365
"SRD5A1" 40946
"SRD5A2" 143171
"SRD5A3" 26872
"SREBF1" 25683
"SREBF2" 74203
"SRFBP1" 113649
"SRF" 10237
"SRGAP1" 318306
"SRGAP2" 260895
"SRGAP3" 382855
"SRGN" 47278
"SRI" 21878
"SRL" 52879
"SRMS" 7580
"SRM" 5464
"SRP14" 3512
"SRP19" 37183
"SRP54" 46669
"SRP68" 33751
"SRP72" 36064
"SRP9" 12653
"SRPK1" 88214
"SRPK2" 288655
"SRPK3" 4731
"SRPRB" 44551
"SRPR" 13831
"SRPX2" 31589
"SRPX" 71589
"SRRD" 10791
"SRRM1" 30008
"SRRM2" 20509
"SRRM3" 85391
"SRRM4" 181510
"SRRM5" 2410
"SRRT" 13693
